labels,credentials,p_type,no_serv,no_bene,no_dis_bene,ave_Me_pay,ave_Sub,place of service,gender,drug 
3,DO,Internal Medicine,106,105,106,203.17,228.78188679,F,F,N
3,DO,Internal Medicine,255,151,255,104.53,115.30431373,F,F,N
0,Organization,Other,68,58,68,410.05,625,F,O,N
2,DO,Endocrinology,28,28,28,167.75,333,O,F,N
0,MD,Internal Medicine,11,11,11,7.93,25,O,M,N
0,OD,Optometry,83,83,83,131.59,135,O,M,N
0,OD,Optometry,19,19,19,65.478947368,174,O,M,N
0,MD,Ophthalmology,87,80,87,86.72,145,O,M,N
0,MD,Ophthalmology,35,34,35,38.830571429,64,O,M,N
0,MD,Internal Medicine,168,168,168,113.86,200,O,M,N
0,Organization,Mass Immunizer Roster Biller,21,21,21,24.098571429,42.891904762,O,O,N
0,MD,Neurology,182,182,182,159.61,325,O,M,N
0,MD,Internal Medicine,66,41,66,28.89,30,O,M,N
0,MD,Internal Medicine,33,18,33,13.32,70,O,M,N
2,MD,Internal Medicine,20,20,20,157.16,258,O,F,N
2,MD,Internal Medicine,68,68,68,17.03,32,O,F,N
0,DPM,Podiatry,13,13,13,25.37,156.15384615,O,M,N
3,MD,Cardiology,44,43,44,3.29,10,F,F,N
3,OD,Optometry,59,58,59,80.74,164.83050847,F,F,N
0,MD,Ophthalmology,14,14,14,78.88,85,O,M,N
0,MD,Rheumatology,460,204,445,84.264,427.66304348,O,M,N
0,MD,Rheumatology,97,51,97,30.2,61,O,M,N
0,PT,Physical Therapist in Private Practice,698,80,630,30.531561605,50,O,M,N
0,MD,Orthopedic Surgery,29,26,29,31.98,111.20689655,O,M,N
0,MD,Orthopedic Surgery,126,116,126,108.8068254,331.55555556,O,M,N
0,MD,General Surgery,41,41,41,101.84,225,O,M,N
0,MD,General Surgery,246,125,246,68.91,152.30894309,O,M,N
1,MD,General Surgery,18,18,18,98.3,223,F,M,N
2,MD,Obstetrics & Gynecology,19,16,19,71.5,164,O,F,N
1,MD,Other,29,27,29,56.965517241,150,F,M,N
1,MD,Other,13,12,13,44.360769231,110,F,M,N
1,MD,Other,121,76,121,103.48,160,F,M,N
0,PA,Physician Assistant,218,119,207,43.576834862,74.426605505,O,M,N
0,PA,Physician Assistant,17,17,17,255.32,392,O,M,N
0,MD,Internal Medicine,301,276,301,20.146245847,20.146245847,O,M,N
0,MD,Internal Medicine,24,19,24,22.09,95,O,M,N
0,MD,Internal Medicine,26,19,26,81.98,210,O,M,N
0,MD,Internal Medicine,468,302,468,122.95,240,O,M,N
0,MD,Medical Oncology,29,11,14,18.65,50,O,M,N
0,MD,Medical Oncology,39,17,35,21.91,66,O,M,N
0,MD,Medical Oncology,117,27,117,160,400,O,M,N
0,MD,Family Practice,302,140,302,49.673245033,96.291390728,O,M,N
0,MD,Family Practice,389,171,389,76.160745501,146.80976864,O,M,N
2,DO,Pathology,15,15,15,11.08,30,O,F,N
0,MD,Family Practice,30,14,15,15.09,43.206,O,M,N
0,MD,Family Practice,18,18,18,15.09,46.049444444,O,M,N
3,MD,Anesthesiology,13,13,13,240.49692308,1823.0769231,F,F,N
0,MD,Internal Medicine,561,139,561,112.68372549,143,O,M,N
1,MD,Internal Medicine,15,15,15,76.33,106,F,M,N
2,MD,Psychiatry,359,107,359,67.45,178.96100279,O,F,N
0,Organization,Mass Immunizer Roster Biller,60,60,60,19.6395,19.8495,O,O,N
0,Organization,Mass Immunizer Roster Biller,18,18,18,19.03,19.03,O,O,Y
0,Organization,Mass Immunizer Roster Biller,259,257,259,19.507915058,19.507915058,O,O,N
0,Organization,Mass Immunizer Roster Biller,91,91,91,47.302417582,47.302417582,O,O,Y
0,Organization,Mass Immunizer Roster Biller,120,115,120,20.11,20.16175,O,O,N
0,Organization,Mass Immunizer Roster Biller,41,40,41,20.179756098,20.182682927,O,O,N
0,Organization,Mass Immunizer Roster Biller,32,32,32,191.91625,192.634375,O,O,Y
1,MD,Obstetrics & Gynecology,201,67,201,80.24,307.96517413,F,M,N
1,MD,Obstetrics & Gynecology,41,25,41,113.52,436.68292683,F,M,N
0,MD,Dermatology,12,12,12,167.8075,545.71083333,O,M,N
0,MD,Dermatology,12,12,12,17.84,26.666666667,O,M,Y
0,MD,Dermatology,31,31,31,9.8009677419,9.8009677419,O,M,N
0,Organization,Mass Immunizer Roster Biller,44,44,44,17.84,66.741818182,O,O,Y
2,MD,Obstetrics & Gynecology,27,26,27,120.29,217,O,F,N
0,Organization,Clinical Laboratory,45,29,45,18.18,80,O,O,N
0,Organization,Clinical Laboratory,680,475,680,78.83,1180.625,O,O,N
0,Organization,Clinical Laboratory,346,294,346,8.89,48,O,O,N
0,Organization,Clinical Laboratory,14,14,14,6.2435714286,45,O,O,N
0,Organization,Clinical Laboratory,12,12,12,20.01,175,O,O,N
0,Organization,Clinical Laboratory,18,17,18,3.4172222222,40,O,O,N
0,Organization,Clinical Laboratory,37,35,37,160.99,1243.2432432,O,O,N
2,PA,Physician Assistant,65,63,65,99.171230769,202,O,F,N
2,PA,Physician Assistant,261,215,261,62.519195402,130.58237548,O,F,N
2,MD,Internal Medicine,29,27,29,43.51,124.48275862,O,F,N
2,MD,Internal Medicine,567,276,567,107.69,242,O,F,N
1,MD,Emergency Medicine,74,73,74,61.198108108,539.54054054,F,M,N
1,DO,Family Practice,13,13,13,108.73,180.07692308,F,M,N
1,MD,Internal Medicine,53,52,53,118.65,1045.2830189,F,M,N
1,MD,Family Practice,127,61,127,84.25,208.5984252,F,M,N
2,Other,Other,613,58,613,39.42,55,O,F,N
1,MD,Family Practice,14,13,14,127.45,176.78571429,F,M,N
1,MD,Family Practice,95,58,95,41.32,80,F,M,N
2,ARNP,Nurse Practitioner,45,35,45,59.18,139,O,F,N
2,Organization,Family Practice,19,19,19,82.4,95,O,F,N
2,Organization,Family Practice,163,97,163,53.88,57.042944785,O,F,N
2,MD,Ophthalmology,39,31,39,26.3,133,O,F,N
1,MD,Diagnostic Radiology,25,25,25,13.276,52,F,M,N
1,MD,Diagnostic Radiology,20,20,20,8.1735,34,F,M,N
1,MD,Diagnostic Radiology,47,44,44,8.5225531915,33,F,M,N
1,MD,Diagnostic Radiology,11,11,11,57.981818182,230,F,M,N
1,MD,Diagnostic Radiology,30,30,30,22.498,89,F,M,N
0,MD,Diagnostic Radiology,12,12,12,38.24,111,O,M,N
1,MD,Diagnostic Radiology,377,377,377,35.936233422,139.5596817,F,M,N
1,MD,Diagnostic Radiology,30,30,30,29.289,117,F,M,N
1,MD,Internal Medicine,46,46,46,82.5,182,F,M,N
1,MD,Internal Medicine,200,96,200,116.3336,280.92,F,M,N
1,MD,Nephrology,338,121,338,107.1133432,283,F,M,N
0,MD,Family Practice,17,17,17,78.75,95,O,M,N
3,MD,Internal Medicine,27,21,27,137.03,362,F,F,N
0,MD,Endocrinology,14,14,14,22.36,45,O,M,N
0,MD,Endocrinology,27,27,27,25.4,45,O,M,N
0,MD,Endocrinology,158,146,158,42.19,77.215189873,O,M,N
0,Organization,Other,76,74,76,35.81,150,O,O,N
0,Organization,Other,46,35,37,31.244130435,149.45652174,O,O,N
0,Organization,Other,14,14,14,49.89,150,O,O,N
0,Organization,Other,15,15,15,105.524,300,O,O,N
0,Organization,Other,11,11,11,190.68636364,300,O,O,N
0,MD,Internal Medicine,20,20,20,27.96,100,O,M,N
0,MD,Internal Medicine,24,24,24,129.135,400,O,M,N
0,MD,Internal Medicine,30,30,30,207.44,225,O,M,N
0,MD,Interventional Cardiology,24,20,24,8.87,27,O,M,N
0,MD,Interventional Cardiology,12,12,12,104.66,209,O,M,N
3,MD,Anesthesiology,11,11,11,88.198181818,1327.4109091,F,F,N
3,MD,Diagnostic Radiology,314,313,314,47.238694268,126.48407643,F,F,N
1,Organization,Certified Registered Nurse Anesthetist (CRNA),16,16,16,284.565625,1711.325,F,M,N
0,PT,Physical Therapist in Private Practice,487,66,337,30.897556468,74,O,M,N
0,PT,Physical Therapist in Private Practice,31,30,31,85.314193548,182,O,M,N
2,MD,Pathology,193,129,131,72.848393782,190.83056995,O,F,N
3,MD,Pathology,90,44,45,29.37,59.38,F,F,N
2,PA,Physician Assistant,649,331,649,67.69,175,O,F,N
3,PA,Physician Assistant,51,28,51,203.96,425,F,F,N
0,Organization,Otolaryngology,31,27,31,43.93,225,O,M,N
0,MD,Cardiology,311,40,311,5.39,17,O,M,N
0,MD,Cardiology,70,66,70,8.51,17,O,M,N
0,MD,Cardiology,99,65,99,32.966363636,77,O,M,N
1,MD,Anesthesiology,44,43,44,78.249090909,660.68181818,F,M,N
0,MD,Nephrology,15,13,15,5.39,20,O,M,N
1,MD,Nephrology,17,17,17,97.4,200,F,M,N
1,MD,Nephrology,52,51,52,132.09,265.53846154,F,M,N
0,MD,Dermatology,43,36,39,156.84883721,539,O,M,N
0,MD,Dermatology,38,29,31,146.52815789,491,O,M,N
0,MD,Dermatology,36,35,36,125.94888889,465,O,M,N
0,MD,Dermatology,17,14,14,88.667058824,275,O,M,N
0,MD,Dermatology,27,25,27,268.24,520,O,M,N
0,MD,Dermatology,74,74,74,108.94,226,O,M,N
1,MD,Family Practice,11,11,11,169.85,210,F,M,N
0,OD,Optometry,28,28,28,45.120714286,62.964285714,O,M,N
0,MD,Family Practice,139,137,139,29.483165468,30,O,M,N
2,Other,Nurse Practitioner,61,61,61,61.653442623,141.47540984,O,F,N
1,MD,Internal Medicine,44,36,44,185.93,272,F,M,N
1,MD,Internal Medicine,76,58,76,72.11,161.51315789,F,M,N
0,PA,Physician Assistant,15,15,15,87.88,160,O,M,N
0,MD,Orthopedic Surgery,130,60,130,53.98,244.61538462,O,M,N
0,MD,Orthopedic Surgery,50,42,50,27.96,95,O,M,N
0,MD,Family Practice,11,11,11,30.47,75,O,M,N
0,MD,Family Practice,20,20,20,25.22,57,O,M,N
0,MD,Family Practice,101,68,101,22.22,25,O,M,N
0,MD,Anesthesiology,324,324,324,109.62,283.46296296,O,M,N
0,MD,Anesthesiology,693,404,693,74.31,194.34920635,O,M,N
3,MD,General Surgery,33,33,33,130.1,327,F,F,N
0,MD,Internal Medicine,14,14,14,18.92,50,O,M,N
0,MD,Internal Medicine,22,20,22,170.27,195,O,M,N
3,MD,General Surgery,11,11,11,72.919090909,219.86272727,F,F,N
0,MD,Orthopedic Surgery,69,53,62,43.986956522,161,O,M,N
0,MD,Internal Medicine,20,19,20,73.7225,164,O,M,N
0,MD,Internal Medicine,25,16,25,112.0432,245,O,M,N
1,MD,Internal Medicine,104,94,104,148.7,331.44230769,F,M,N
1,MD,Internal Medicine,129,62,129,74.19,121,F,M,N
2,OD,Optometry,22,11,11,102.95227273,127.27272727,O,F,N
2,OD,Optometry,44,22,22,30.792272727,76.136363636,O,F,N
2,MD,Family Practice,59,18,59,24.36,38,O,F,N
3,MD,Family Practice,52,45,52,52.27,97,F,F,N
1,MD,Interventional Cardiology,44,44,44,22.28,77,F,M,N
1,MD,Interventional Cardiology,21,21,21,12.24,78,F,M,N
0,MD,Interventional Cardiology,59,54,59,107.12,240,O,M,N
1,MD,Interventional Cardiology,48,30,48,71.75,140,F,M,N
0,DO,Pulmonary Disease,14,13,14,5.39,48,O,M,N
0,DO,Pulmonary Disease,27,27,27,85.935185185,90.592592593,O,M,Y
0,DO,Pulmonary Disease,110,92,110,70.73,107,O,M,N
0,DO,Pulmonary Disease,45,44,45,24.41,33,O,M,N
2,OD,Optometry,13,13,13,134.53,150,O,F,N
2,MD,Obstetrics & Gynecology,17,17,17,70.26,248,O,F,N
0,MD,Family Practice,22,22,22,17.84,30.227272727,O,M,Y
0,MD,Family Practice,50,50,50,97.07,167.52,O,M,Y
0,Other,Other,130,32,33,12.99,50,O,M,N
0,Other,Other,67,30,51,51.37,65,O,M,N
3,MD,Diagnostic Radiology,13,13,13,50.398461538,221,F,F,N
3,MD,Diagnostic Radiology,21,21,21,91.068571429,498,F,F,N
0,MD,Gastroenterology,40,40,40,188.8765,455,O,M,Y
0,MD,Gastroenterology,15,12,15,191.9,847,O,M,N
0,MD,Anesthesiology,264,130,253,59.718143939,238.39015152,O,M,N
0,MD,Anesthesiology,412,232,412,108.23097087,817.96116505,O,M,N
1,MD,Nephrology,341,75,341,76.49,300,F,M,N
0,OD,Optometry,62,56,62,65.7,125,O,M,N
2,MD,Internal Medicine,67,53,67,13.32,20,O,F,N
2,MD,Internal Medicine,24,24,24,189.745,217,O,F,Y
2,MD,Internal Medicine,15,15,15,140.82333333,241,O,F,N
1,MD,Neurology,181,133,181,81.83,155.56906077,F,M,N
1,MD,Cardiology,73,72,73,15.85,35.082191781,F,M,N
1,MD,Cardiology,15,15,15,76.62,174,F,M,N
2,MD,Other,634,35,634,11.18,30,O,F,N
0,DO,Otolaryngology,49,44,49,110.72857143,200,O,M,N
0,DO,Otolaryngology,44,39,44,104.72,145,O,M,N
0,MD,Endocrinology,15,12,15,47.06,164.8,O,M,N
1,MD,Endocrinology,39,39,39,146.46,506.84615385,F,M,N
0,MD,Endocrinology,77,77,77,29.25,102.83116883,O,M,N
2,MD,Orthopedic Surgery,12,11,12,23.926666667,99,O,F,N
2,MD,Orthopedic Surgery,82,82,82,100.6,264,O,F,N
1,MD,Nephrology,13,13,13,123.44,301,F,M,N
2,DO,General Surgery,16,16,16,104.59,208,O,F,N
1,MD,Internal Medicine,82,82,82,132.93902439,238.7804878,F,M,N
2,Other,Nurse Practitioner,146,83,146,4.35,20,O,F,N
2,Other,Nurse Practitioner,19,19,19,3.5,9.1052631579,O,F,N
0,MD,Internal Medicine,93,86,93,10.725053763,30,O,M,N
0,MD,Internal Medicine,16,16,16,23.51,37,O,M,N
2,MD,Dermatology,35,32,35,86.698571429,105.57428571,O,F,N
0,Organization,Mass Immunizer Roster Biller,24,24,24,24.955,38.396666667,O,O,N
0,Organization,Mass Immunizer Roster Biller,43,43,43,19.03,19.03,O,O,Y
1,MD,Emergency Medicine,23,23,23,63.25,244,F,M,N
1,MD,Emergency Medicine,139,138,139,177.09,685,F,M,N
3,MD,Emergency Medicine,32,32,32,228.51,878.40625,F,F,N
0,Organization,Mass Immunizer Roster Biller,24,24,24,191.675,191.675,O,O,Y
0,Organization,Mass Immunizer Roster Biller,30,30,30,190.324,190.324,O,O,Y
0,Organization,Mass Immunizer Roster Biller,181,180,181,21.70839779,21.933701657,O,O,N
0,Organization,Mass Immunizer Roster Biller,52,52,52,48.301923077,48.301923077,O,O,Y
0,Organization,Mass Immunizer Roster Biller,154,149,154,20.191298701,20.191298701,O,O,N
0,Organization,Mass Immunizer Roster Biller,249,248,249,20.05313253,20.374859438,O,O,N
2,MD,Family Practice,35,35,35,24.79,50,O,F,N
2,MD,Family Practice,39,39,39,113.11,293.66666667,O,F,N
2,Organization,Physical Therapist in Private Practice,140,20,140,10.56,40,O,F,N
0,MD,Ophthalmology,255,223,255,45.372941176,95,O,M,N
2,PA,Physician Assistant,15,15,15,36.81,57,O,F,N
0,DPM,Podiatry,132,55,132,57.3,65,O,M,N
0,DPM,Podiatry,29,24,29,97.777241379,125,O,M,N
0,DPM,Podiatry,478,258,478,71.58,220,O,M,N
2,Organization,Internal Medicine,12,12,12,19.03,33,O,F,Y
2,Organization,Internal Medicine,12,12,12,42.08,58,O,F,N
0,D.P.M.,Podiatry,47,29,47,56.46,112,O,M,N
0,D.P.M.,Podiatry,12,11,12,70.35,140,O,M,N
0,D.P.M.,Podiatry,12,11,12,52.9575,110,O,M,N
1,MD,Pathology,16,16,16,18.07,38,F,M,N
1,MD,Pathology,19,19,19,71.79,178,F,M,N
1,MD,Other,15,13,15,39.44,75,F,M,N
1,MD,Other,551,221,551,72.23,119,F,M,N
0,MD,Family Practice,127,123,127,48.085984252,85,O,M,Y
0,MD,Family Practice,109,81,109,69.08,137,O,M,N
0,MD,Family Practice,141,134,141,23.73,50,O,M,N
0,MD,Family Practice,18,13,18,50.83,101,O,M,N
0,DO,Psychiatry,38,26,38,75.11,122.10526316,O,M,N
0,Organization,Mass Immunizer Roster Biller,45,44,45,48.889777778,48.889777778,O,O,Y
0,PT,Physical Therapist in Private Practice,556,60,462,33.806816547,55,O,M,N
0,Other,Other,23,15,23,27.35,95,O,M,N
0,Organization,Mass Immunizer Roster Biller,61,61,61,190.74163934,190.74163934,O,O,Y
0,Organization,Mass Immunizer Roster Biller,64,64,64,48.93140625,48.93140625,O,O,Y
2,MD,Other,138,56,138,77.23,85.244565217,O,F,N
2,MD,Rheumatology,724,392,724,116.86,225,O,F,N
0,MD,Psychiatry,18,18,18,143.95,260,O,M,N
2,Other,Other,256,27,256,43.088007812,43.088007812,O,F,N
2,MD,Rheumatology,30,26,29,46.227,98.633333333,O,F,N
2,MD,Rheumatology,485,203,330,25.068804124,50,O,F,N
2,MD,Rheumatology,266,44,209,28.02,56,O,F,N
2,MD,Rheumatology,237,36,143,154.89050633,392.45147679,O,F,Y
2,MD,Hematology-Oncology,996,149,996,5.679246988,25.954819277,O,F,N
2,MD,Hematology-Oncology,1001,146,1001,9.19,30.956043956,O,F,N
2,MD,Hematology-Oncology,413,107,413,2.703220339,15.956416465,O,F,N
0,MD,Family Practice,79,79,79,27.38,30,O,M,N
1,MD,Diagnostic Radiology,14,14,14,40.722142857,220,F,M,N
0,MD,Diagnostic Radiology,17,15,15,9.47,35,O,M,N
1,MD,Diagnostic Radiology,23,20,20,8.76,33,F,M,N
1,MD,Diagnostic Radiology,49,47,49,11.27,45,F,M,N
1,MD,Diagnostic Radiology,186,179,186,90.944301075,471,F,M,N
1,MD,Diagnostic Radiology,12,12,12,32.37,130,F,M,N
0,MD,Diagnostic Radiology,18,18,18,57.645555556,183.77777778,O,M,N
0,MD,Other,42,26,42,40,75,O,M,N
0,MD,Internal Medicine,18,18,18,7.41,35,O,M,N
1,MD,Pathology,57,45,51,22.45,60.5,F,M,N
1,MD,Pathology,277,52,53,28.23,45,F,M,N
1,PA,Physician Assistant,19,19,19,65.63,354,F,M,N
1,Organization,Other,425,212,425,103.48,181.28470588,F,M,N
1,MD,Emergency Medicine,15,15,15,61.71,396,F,M,N
1,MD,Gastroenterology,15,15,15,202.75,1200,F,M,N
0,MD,Gastroenterology,522,389,522,70.843908046,98.321532567,O,M,N
0,MD,Internal Medicine,111,111,111,50.22,65,O,M,Y
0,MD,Internal Medicine,609,292,609,114.72,195,O,M,N
0,MD,Internal Medicine,18,15,18,246.17,299,O,M,N
0,MD,Physical Medicine and Rehabilitation,83,29,83,67.296746988,150,O,M,N
0,MD,Physical Medicine and Rehabilitation,35,35,35,128.11,400,O,M,N
0,MD,Psychiatry,96,39,96,22.81,25,O,M,N
1,MD,Internal Medicine,69,69,69,199.69,701.49275362,F,M,N
3,PA,Other,24,24,24,71.08625,799.5,F,F,N
0,MD,Neurology,39,38,39,181.56,325,O,M,N
2,MD,Other,463,64,245,16.323909287,25.075593952,O,F,N
3,CRNA,Certified Registered Nurse Anesthetist (CRNA),16,16,16,159.08625,732.3125,F,F,N
1,MD,Family Practice,60,58,60,113.83,1071.8,F,M,N
2,MD,Internal Medicine,30,25,30,16.501666667,50,O,F,N
2,MD,Internal Medicine,181,28,181,5.39,10,O,F,N
2,MD,Internal Medicine,597,374,597,71.070150754,105.27638191,O,F,N
0,MD,Nephrology,52,36,52,265.09230769,1080,O,M,N
0,MD,Nephrology,66,66,66,16.43,70,O,M,N
0,MD,Nephrology,108,99,106,19.386111111,80,O,M,N
2,MD,Endocrinology,634,273,634,123.46,200,O,F,N
1,PA,Physician Assistant,14,14,14,97.495714286,508,F,M,N
0,PA,Physician Assistant,12,12,12,13.43,162,O,M,N
0,MD,Emergency Medicine,46,46,46,3,12,O,M,N
0,MD,Emergency Medicine,13,13,13,9.45,26,O,M,N
2,MD,Family Practice,97,97,97,113.12,225,O,F,N
1,MD,Anesthesiology,15,15,15,224.92,1416,F,M,N
0,MD,Family Practice,20,16,20,3.5,11,O,M,N
0,MD,Family Practice,340,228,340,77.56,266,O,M,N
0,MD,Family Practice,25,25,25,27.528,100,O,M,N
0,MD,Emergency Medicine,18,18,18,80.77,201.61111111,O,M,N
2,MD,Family Practice,50,44,50,3,20,O,F,N
2,MD,Family Practice,67,67,67,112.59,355,O,F,N
2,Other,Other,33,15,22,26.145757576,69,O,F,N
2,Other,Other,127,27,71,29.31007874,74,O,F,N
2,MD,Internal Medicine,45,44,45,136.86,243,O,F,N
2,MD,Internal Medicine,16,16,16,36.02,92,O,F,N
1,MD,Emergency Medicine,89,87,89,176.64,1769.247191,F,M,N
0,MD,Hematology-Oncology,183,68,144,15.52,35,O,M,N
0,MD,Hematology-Oncology,58,14,34,33.18,75,O,M,N
0,MD,Hematology-Oncology,49,21,49,139.75102041,290,O,M,N
0,MD,Hematology-Oncology,702,408,702,110.16,150,O,M,N
0,MD,Hematology-Oncology,43,43,43,25.849767442,29.88372093,O,M,N
0,MD,Hematology-Oncology,260,24,38,3.4823461538,64.892307692,O,M,Y
0,MD,Obstetrics & Gynecology,14,11,14,43.74,60,O,M,N
0,Organization,Centralized Flu,381,381,381,40.59,40.59,O,O,Y
0,Organization,Centralized Flu,15,15,15,90.504666667,90.59,O,O,Y
0,Organization,Centralized Flu,21,21,21,12.59,12.59,O,O,Y
0,PT,Physical Therapist in Private Practice,304,49,304,10.358092105,39,O,M,N
0,PT,Physical Therapist in Private Practice,335,48,311,26.558537313,63,O,M,N
0,PA,Physician Assistant,55,42,55,60.32,105,O,M,N
0,Other,Other,30,12,30,46.99,138,O,M,N
0,MD,Interventional Cardiology,14,14,14,23.355714286,95,O,M,N
0,MD,Interventional Cardiology,133,125,133,188.0181203,353.57142857,O,M,N
0,MD,Interventional Cardiology,27,24,27,175.62333333,285,O,M,N
0,MD,Interventional Cardiology,472,300,472,68.71,104.93644068,O,M,N
1,MD,Interventional Cardiology,34,31,34,69.71,110,F,M,N
1,MD,Interventional Cardiology,61,58,61,131.29,210,F,M,N
1,MD,General Surgery,93,11,63,26.93,84.54,F,M,N
1,MD,General Surgery,78,77,78,101.97846154,200.10128205,F,M,N
1,MD,General Surgery,12,12,12,202.52,398.2,F,M,N
0,MD,Radiation Oncology,23,20,23,118.06782609,318.60869565,O,M,N
0,MD,Radiation Oncology,217,80,116,59.21,172,O,M,N
1,Organization,Interventional Cardiology,25,25,25,248.6092,841,F,M,N
0,Organization,Interventional Cardiology,50,50,50,222.05,534,O,M,N
1,MD,Physical Medicine and Rehabilitation,106,106,106,219.67,400,F,M,N
1,MD,Physical Medicine and Rehabilitation,377,357,377,79.34,165,F,M,N
1,DO,Emergency Medicine,21,21,21,214.83,635.57142857,F,M,N
0,MD,Otolaryngology,77,76,77,236.74,525,O,M,N
0,MD,Otolaryngology,24,24,24,34.66,70,O,M,N
0,MD,Family Practice,13,13,13,24.4,50,O,M,N
2,PT,Physical Therapist in Private Practice,133,21,129,38.07406015,100,O,F,N
2,MD,Other,150,105,150,19.898666667,61.233333333,O,F,N
3,MD,Other,14,12,14,62.010714286,187.5,F,F,N
2,MD,Other,422,275,422,123.37798578,244.43080569,O,F,N
0,MD,Orthopedic Surgery,27,26,27,35.257407407,136.6562963,O,M,N
0,MD,Orthopedic Surgery,56,47,56,45.941428571,165.48857143,O,M,N
0,MD,Orthopedic Surgery,290,127,179,30.769896552,84.79,O,M,N
1,MD,Orthopedic Surgery,14,14,14,216.33,350,F,M,N
0,MD,Orthopedic Surgery,54,17,44,154.80037037,387.66666667,O,M,Y
3,MD,Nephrology,55,18,55,36.82,37.57,F,F,N
0,MD,Other,27,14,27,104.41,187,O,M,N
3,Other,Other,35,16,35,48.15,145,F,F,N
1,FNP,Nurse Practitioner,163,148,163,85.67,186,F,M,N
1,DO,Medical Oncology,257,106,257,75.28,255,F,M,N
0,MD,Urology,163,129,163,13.57595092,44.711656442,O,M,N
0,MD,Urology,11,11,11,112.6,282,O,M,N
0,MD,Urology,449,324,449,19.37,54.412026726,O,M,N
0,MD,Urology,187,153,187,162.48090909,475.54010695,O,M,N
1,MD,Urology,15,12,15,111.08933333,1739.2666667,F,M,N
0,MD,Urology,87,60,87,43.58,122.65517241,O,M,N
2,MD,Family Practice,27,27,27,187.06444444,295,O,F,Y
2,MD,Family Practice,42,40,42,71.36,143.30952381,O,F,N
2,PT,Physical Therapist in Private Practice,906,66,732,24.465573951,75,O,F,N
1,Organization,Other,29,23,29,50.02,58.068965517,F,M,N
0,MD,Endocrinology,2040,26,34,16.971235294,33,O,M,Y
1,MD,Anesthesiology,26,26,26,159.56615385,1160,F,M,N
1,MD,Internal Medicine,15,15,15,84.11,250,F,M,N
1,MD,Internal Medicine,128,123,128,124.77,365,F,M,N
3,MD,Urology,12,11,12,154.57,419.5,F,F,N
3,MD,Urology,12,11,12,423.75,825,F,F,N
3,MD,Urology,34,25,33,17.89,37,F,F,N
3,MD,Urology,13,13,13,168.93,169,F,F,N
2,MD,Urology,273,227,273,103.6529304,206.85347985,O,F,N
1,MD,Pathology,58,25,25,27.65,70,F,M,N
1,MD,Pathology,28,16,17,64.21,185,F,M,N
1,MD,Pathology,211,182,185,36.38,125.12322275,F,M,N
0,MD,Cardiology,23,23,23,153.15,579.13,O,M,N
1,MD,Cardiology,22,20,22,189.77,305.36,F,M,N
0,MD,Cardiology,197,192,192,205.54984772,583.24873096,O,M,N
1,MD,Cardiology,21,21,21,26.89,90,F,M,N
2,Other,Other,172,18,172,96.62,154.72093023,O,F,N
0,MD,Internal Medicine,13,13,13,4.16,15,O,M,N
0,MD,Internal Medicine,34,26,34,11.99,20,O,M,N
0,MD,Internal Medicine,29,20,29,49.3,90,O,M,N
0,MD,Family Practice,109,77,109,10.66,19,O,M,N
0,MD,Family Practice,226,143,226,70.73,163.78318584,O,M,N
